Nazwa pliku;Oczekiwana wiadomość;Odczytana wiadomość;Ocena
2311-v2.png;2311;2311;Poprawna
2311-v3.png;2311;2311;Poprawna
2311-v4.png;2311;2311;Poprawna
2322-v1.png;2322;2322;Poprawna
2322-v2.png;2322;2322;Poprawna
2322-v3.png;2322;2322;Poprawna
2322-v4.png;2322;2322;Poprawna
2323-v1.png;2323;2323;Poprawna
2323-v2.png;2323;2323;Poprawna
2323-v3.png;2323;2323;Poprawna
2323-v4.png;2323;2323;Poprawna
2328-v1.png;2328;2328;Poprawna
2328-v2.png;2328;2328;Poprawna
2328-v3.png;2328;2328;Poprawna
2328-v4.png;2328;2328;Poprawna
2331-v1.png;2331;2331;Poprawna
2331-v2.png;2331;2331;Poprawna
2331-v3.png;2331;2331;Poprawna
2331-v4.png;2331;2331;Poprawna
2337-v1.png;2337;2337;Poprawna
2337-v2.png;2337;2337;Poprawna
2337-v3.png;2337;2337;Poprawna
2337-v4.png;2337;2337;Poprawna
2338-v1.png;2338;2338;Poprawna
2338-v2.png;2338;2338;Poprawna
2338-v3.png;2338;2338;Poprawna
2338-v4.png;2338;2338;Poprawna
2343-v1.png;2343;2343;Poprawna
2343-v2.png;2343;2343;Poprawna
2343-v3.png;2343;2343;Poprawna
2343-v4.png;2343;2343;Poprawna
2351-v1.png;2351;2351;Poprawna
2351-v2.png;2351;2351;Poprawna
2351-v3.png;2351;2351;Poprawna
2351-v4.png;2351;2351;Poprawna
2358-v1.png;2358;2358;Poprawna
2358-v2.png;2358;2358;Poprawna
2358-v3.png;2358;2358;Poprawna
2358-v4.png;2358;2358;Poprawna
2360-v1.png;2360;2360;Poprawna
2360-v2.png;2360;2360;Poprawna
2360-v3.png;2360;2360;Poprawna
2360-v4.png;2360;2360;Poprawna
2362-v1.png;2362;2362;Poprawna
2362-v2.png;2362;2362;Poprawna
2362-v3.png;2362;2362;Poprawna
2362-v4.png;2362;2362;Poprawna
2365-v1.png;2365;2365;Poprawna
2365-v2.png;2365;2365;Poprawna
2365-v3.png;2365;2365;Poprawna
2365-v4.png;2365;2365;Poprawna
2367-v1.png;2367;2367;Poprawna
2367-v2.png;2367;2367;Poprawna
2367-v3.png;2367;2367;Poprawna
2367-v4.png;2367;2367;Poprawna
2369-v1.png;2369;2369;Poprawna
2369-v2.png;2369;2369;Poprawna
2369-v3.png;2369;2369;Poprawna
2369-v4.png;2369;2369;Poprawna
2381-v1.png;2381;2381;Poprawna
2381-v2.png;2381;2381;Poprawna
2381-v3.png;2381;2381;Poprawna
2381-v4.png;2381;2381;Poprawna
2389-v1.png;2389;2389;Poprawna
2389-v2.png;2389;2389;Poprawna
2389-v3.png;2389;2389;Poprawna
2389-v4.png;2389;2389;Poprawna
2390-v1.png;2390;2390;Poprawna
2390-v2.png;2390;2390;Poprawna
2390-v3.png;2390;2390;Poprawna
2390-v4.png;2390;2390;Poprawna
2394-v1.png;2394;2394;Poprawna
2394-v2.png;2394;2394;Poprawna
2394-v3.png;2394;2394;Poprawna
2394-v4.png;2394;2394;Poprawna
2406-v1.png;2406;2406;Poprawna
2406-v2.png;2406;2406;Poprawna
2406-v3.png;2406;2406;Poprawna
2406-v4.png;2406;2406;Poprawna
2411-v1.png;2411;2411;Poprawna
2411-v2.png;2411;2411;Poprawna
2411-v3.png;2411;2411;Poprawna
2411-v4.png;2411;2411;Poprawna
2412-v1.png;2412;2412;Poprawna
2412-v2.png;2412;2412;Poprawna
2412-v3.png;2412;2412;Poprawna
2412-v4.png;2412;2412;Poprawna
2414-v1.png;2414;2414;Poprawna
2414-v2.png;2414;2414;Poprawna
2414-v3.png;2414;2414;Poprawna
2414-v4.png;2414;2414;Poprawna
2420-v1.png;2420;2420;Poprawna
2420-v2.png;2420;2420;Poprawna
2420-v3.png;2420;2420;Poprawna
2420-v4.png;2420;2420;Poprawna
2426-v1.png;2426;2426;Poprawna
2426-v2.png;2426;2426;Poprawna
2426-v3.png;2426;2426;Poprawna
2426-v4.png;2426;2426;Poprawna
2432-v1.png;2432;2432;Poprawna
2432-v2.png;2432;2432;Poprawna
2432-v3.png;2432;2432;Poprawna
2432-v4.png;2432;2432;Poprawna
2434-v1.png;2434;2434;Poprawna
2434-v2.png;2434;2434;Poprawna
2434-v3.png;2434;2434;Poprawna
2434-v4.png;2434;2434;Poprawna
2435-v1.png;2435;2435;Poprawna
2435-v2.png;2435;2435;Poprawna
2435-v3.png;2435;2435;Poprawna
2435-v4.png;2435;2435;Poprawna
2436-v1.png;2436;2436;Poprawna
2436-v2.png;2436;2436;Poprawna
2436-v3.png;2436;2436;Poprawna
2436-v4.png;2436;2436;Poprawna
2437-v1.png;2437;2437;Poprawna
2437-v2.png;2437;2437;Poprawna
2437-v3.png;2437;2437;Poprawna
2437-v4.png;2437;2437;Poprawna
2441-v1.png;2441;2441;Poprawna
2441-v2.png;2441;2441;Poprawna
2441-v3.png;2441;2441;Poprawna
2441-v4.png;2441;2441;Poprawna
2442-v1.png;2442;2442;Poprawna
2442-v2.png;2442;2442;Poprawna
2442-v3.png;2442;2442;Poprawna
2442-v4.png;2442;2442;Poprawna
2443-v1.png;2443;2443;Poprawna
2443-v2.png;2443;2443;Poprawna
2443-v3.png;2443;2443;Poprawna
2443-v4.png;2443;2443;Poprawna
2444-v1.png;2444;2444;Poprawna
2444-v2.png;2444;2444;Poprawna
2444-v3.png;2444;2444;Poprawna
2444-v4.png;2444;2444;Poprawna
2447-v1.png;2447;2447;Poprawna
2447-v2.png;2447;2447;Poprawna
2447-v3.png;2447;2447;Poprawna
2447-v4.png;2447;2447;Poprawna
2455-v1.png;2455;2455;Poprawna
2455-v2.png;2455;2455;Poprawna
2455-v3.png;2455;2455;Poprawna
2455-v4.png;2455;2455;Poprawna
2460-v1.png;2460;2460;Poprawna
2460-v2.png;2460;2460;Poprawna
2460-v3.png;2460;2460;Poprawna
2460-v4.png;2460;2460;Poprawna
2461-v1.png;2461;2461;Poprawna
2461-v2.png;2461;2461;Poprawna
2461-v3.png;2461;2461;Poprawna
2461-v4.png;2461;2461;Poprawna
2466-v1.png;2466;2466;Poprawna
2466-v2.png;2466;2466;Poprawna
2466-v3.png;2466;2466;Poprawna
2466-v4.png;2466;2466;Poprawna
2478-v1.png;2478;2478;Poprawna
2478-v2.png;2478;2478;Poprawna
2478-v3.png;2478;2478;Poprawna
2478-v4.png;2478;2478;Poprawna
2481-v1.png;2481;2481;Poprawna
2481-v2.png;2481;2481;Poprawna
2481-v3.png;2481;2481;Poprawna
2481-v4.png;2481;2481;Poprawna
2484-v1.png;2484;2484;Poprawna
2484-v2.png;2484;2484;Poprawna
2484-v3.png;2484;2484;Poprawna
2484-v4.png;2484;2484;Poprawna
2490-v1.png;2490;2490;Poprawna
2490-v2.png;2490;2490;Poprawna
2490-v3.png;2490;2490;Poprawna
2490-v4.png;2490;2490;Poprawna
2493-v1.png;2493;2493;Poprawna
2493-v2.png;2493;2493;Poprawna
2493-v3.png;2493;2493;Poprawna
2493-v4.png;2493;2493;Poprawna
2497-v1.png;2497;2497;Poprawna
2497-v2.png;2497;2497;Poprawna
2497-v3.png;2497;2497;Poprawna
2497-v4.png;2497;2497;Poprawna
2501-v1.png;2501;2501;Poprawna
2501-v2.png;2501;2501;Poprawna
2501-v3.png;2501;2501;Poprawna
2501-v4.png;2501;2501;Poprawna
2505-v1.png;2505;2505;Poprawna
2505-v2.png;2505;2505;Poprawna
2505-v3.png;2505;2505;Poprawna
2505-v4.png;2505;2505;Poprawna
2508-v1.png;2508;2508;Poprawna
2508-v2.png;2508;2508;Poprawna
2508-v3.png;2508;2508;Poprawna
2508-v4.png;2508;2508;Poprawna
2509-v1.png;2509;2509;Poprawna
2509-v2.png;2509;2509;Poprawna
2509-v3.png;2509;2509;Poprawna
2509-v4.png;2509;2509;Poprawna
2511-v1.png;2511;2511;Poprawna
2511-v2.png;2511;2511;Poprawna
2511-v3.png;2511;2511;Poprawna
2511-v4.png;2511;2511;Poprawna
2515-v1.png;2515;2515;Poprawna
2515-v2.png;2515;2515;Poprawna
2515-v3.png;2515;2515;Poprawna
2515-v4.png;2515;2515;Poprawna
2516-v1.png;2516;2516;Poprawna
2516-v2.png;2516;2516;Poprawna
2516-v3.png;2516;2516;Poprawna
2516-v4.png;2516;2516;Poprawna
2517-v1.png;2517;2517;Poprawna
2517-v2.png;2517;2517;Poprawna
2517-v3.png;2517;2517;Poprawna
2517-v4.png;2517;2517;Poprawna
2522-v1.png;2522;2522;Poprawna
2522-v2.png;2522;2522;Poprawna
2522-v3.png;2522;2522;Poprawna
2522-v4.png;2522;2522;Poprawna
2523-v1.png;2523;2523;Poprawna
2523-v2.png;2523;2523;Poprawna
2523-v3.png;2523;2523;Poprawna
2523-v4.png;2523;2523;Poprawna
2530-v1.png;2530;2530;Poprawna
2530-v2.png;2530;2530;Poprawna
2530-v3.png;2530;2530;Poprawna
2530-v4.png;2530;2530;Poprawna
2531-v1.png;2531;2531;Poprawna
2531-v2.png;2531;2531;Poprawna
2531-v3.png;2531;2531;Poprawna
2531-v4.png;2531;2531;Poprawna
2532-v1.png;2532;2532;Poprawna
2532-v2.png;2532;2532;Poprawna
2532-v3.png;2532;2532;Poprawna
2532-v4.png;2532;2532;Poprawna
2533-v1.png;2533;2533;Poprawna
2533-v2.png;2533;2533;Poprawna
2533-v3.png;2533;2533;Poprawna
2533-v4.png;2533;2533;Poprawna
2535-v1.png;2535;2535;Poprawna
2535-v2.png;2535;2535;Poprawna
2535-v3.png;2535;2535;Poprawna
2535-v4.png;2535;2535;Poprawna
2536-v1.png;2536;2536;Poprawna
2536-v2.png;2536;2536;Poprawna
2536-v3.png;2536;2536;Poprawna
2536-v4.png;2536;2536;Poprawna
2537-v1.png;2537;2537;Poprawna
2537-v2.png;2537;2537;Poprawna
2537-v3.png;2537;2537;Poprawna
2537-v4.png;2537;2537;Poprawna
2538-v1.png;2538;2538;Poprawna
2538-v2.png;2538;2538;Poprawna
2538-v3.png;2538;2538;Poprawna
2538-v4.png;2538;2538;Poprawna
2540-v1.png;2540;2540;Poprawna
2540-v2.png;2540;2540;Poprawna
2540-v3.png;2540;2540;Poprawna
2540-v4.png;2540;2540;Poprawna
2542-v1.png;2542;2542;Poprawna
2542-v2.png;2542;2542;Poprawna
2542-v3.png;2542;2542;Poprawna
2542-v4.png;2542;2542;Poprawna
2545-v1.png;2545;2545;Poprawna
2545-v2.png;2545;2545;Poprawna
2545-v3.png;2545;2545;Poprawna
2545-v4.png;2545;2545;Poprawna
2546-v1.png;2546;2546;Poprawna
2546-v2.png;2546;2546;Poprawna
2546-v3.png;2546;2546;Poprawna
2546-v4.png;2546;2546;Poprawna
2549-v1.png;2549;2549;Poprawna
2549-v2.png;2549;2549;Poprawna
2549-v3.png;2549;2549;Poprawna
2549-v4.png;2549;2549;Poprawna
2564-v1.png;2564;2564;Poprawna
2564-v2.png;2564;2564;Poprawna
2564-v3.png;2564;2564;Poprawna
2564-v4.png;2564;2564;Poprawna
2575-v1.png;2575;2575;Poprawna
2575-v2.png;2575;2575;Poprawna
2575-v3.png;2575;2575;Poprawna
2575-v4.png;2575;2575;Poprawna
2581-v1.png;2581;2581;Poprawna
2581-v2.png;2581;2581;Poprawna
2581-v3.png;2581;2581;Poprawna
2581-v4.png;2581;2581;Poprawna
2584-v1.png;2584;2584;Poprawna
2584-v2.png;2584;2584;Poprawna
2584-v3.png;2584;2584;Poprawna
2584-v4.png;2584;2584;Poprawna
2585-v1.png;2585;2585;Poprawna
2585-v2.png;2585;2585;Poprawna
2585-v3.png;2585;2585;Poprawna
2585-v4.png;2585;2585;Poprawna
2587-v1.png;2587;2587;Poprawna
2587-v2.png;2587;2587;Poprawna
2587-v3.png;2587;2587;Poprawna
2587-v4.png;2587;2587;Poprawna
2593-v1.png;2593;2593;Poprawna
2593-v2.png;2593;2593;Poprawna
2593-v3.png;2593;2593;Poprawna
2593-v4.png;2593;2593;Poprawna
2608-v1.png;2608;2608;Poprawna
2608-v2.png;2608;2608;Poprawna
2608-v3.png;2608;2608;Poprawna
2608-v4.png;2608;2608;Poprawna
2611-v1.png;2611;2611;Poprawna
2611-v2.png;2611;2611;Poprawna
2611-v3.png;2611;2611;Poprawna
2611-v4.png;2611;2611;Poprawna
2612-v1.png;2612;2612;Poprawna
2612-v2.png;2612;2612;Poprawna
2612-v3.png;2612;2612;Poprawna
2612-v4.png;2612;2612;Poprawna
2615-v1.png;2615;2615;Poprawna
2615-v2.png;2615;2615;Poprawna
2615-v3.png;2615;2615;Poprawna
2615-v4.png;2615;2615;Poprawna
2617-v1.png;2617;2617;Poprawna
2617-v2.png;2617;2617;Poprawna
2617-v3.png;2617;2617;Poprawna
2617-v4.png;2617;2617;Poprawna
2618-v1.png;2618;2618;Poprawna
2618-v2.png;2618;2618;Poprawna
2618-v3.png;2618;2618;Poprawna
2618-v4.png;2618;2618;Poprawna
2622-v1.png;2622;2622;Poprawna
2622-v2.png;2622;2622;Poprawna
2622-v3.png;2622;2622;Poprawna
2622-v4.png;2622;2622;Poprawna
2627-v1.png;2627;2627;Poprawna
2627-v2.png;2627;2627;Poprawna
2627-v3.png;2627;2627;Poprawna
2627-v4.png;2627;2627;Poprawna
2628-v1.png;2628;2628;Poprawna
2628-v2.png;2628;2628;Poprawna
2628-v3.png;2628;2628;Poprawna
2628-v4.png;2628;2628;Poprawna
2633-v1.png;2633;2633;Poprawna
2633-v2.png;2633;2633;Poprawna
2633-v3.png;2633;2633;Poprawna
2633-v4.png;2633;2633;Poprawna
2634-v1.png;2634;2634;Poprawna
2634-v2.png;2634;2634;Poprawna
2634-v3.png;2634;2634;Poprawna
2634-v4.png;2634;2634;Poprawna
2635-v1.png;2635;2635;Poprawna
2635-v2.png;2635;2635;Poprawna
2635-v3.png;2635;2635;Poprawna
2635-v4.png;2635;2635;Poprawna
2640-v1.png;2640;2640;Poprawna
2640-v2.png;2640;2640;Poprawna
2640-v3.png;2640;2640;Poprawna
2640-v4.png;2640;2640;Poprawna
2645-v1.png;2645;2645;Poprawna
2645-v2.png;2645;2645;Poprawna
2645-v3.png;2645;2645;Poprawna
2645-v4.png;2645;2645;Poprawna
2648-v1.png;2648;2648;Poprawna
2648-v2.png;2648;2648;Poprawna
2648-v3.png;2648;2648;Poprawna
2648-v4.png;2648;2648;Poprawna
2651-v1.png;2651;2651;Poprawna
2651-v2.png;2651;2651;Poprawna
2651-v3.png;2651;2651;Poprawna
2651-v4.png;2651;2651;Poprawna
2653-v1.png;2653;2653;Poprawna
2653-v2.png;2653;2653;Poprawna
2653-v3.png;2653;2653;Poprawna
2653-v4.png;2653;2653;Poprawna
2654-v1.png;2654;2654;Poprawna
2654-v2.png;2654;2654;Poprawna
2654-v3.png;2654;2654;Poprawna
2654-v4.png;2654;2654;Poprawna
2655-v1.png;2655;2655;Poprawna
2655-v2.png;2655;2655;Poprawna
2655-v3.png;2655;2655;Poprawna
2655-v4.png;2655;2655;Poprawna
2661-v1.png;2661;2661;Poprawna
2661-v2.png;2661;2661;Poprawna
2661-v3.png;2661;2661;Poprawna
2661-v4.png;2661;2661;Poprawna
2662-v1.png;2662;2662;Poprawna
2662-v2.png;2662;2662;Poprawna
2662-v3.png;2662;2662;Poprawna
2662-v4.png;2662;2662;Poprawna
2665-v1.png;2665;2665;Poprawna
2665-v2.png;2665;2665;Poprawna
2665-v3.png;2665;2665;Poprawna
2665-v4.png;2665;2665;Poprawna
2675-v1.png;2675;2675;Poprawna
2675-v2.png;2675;2675;Poprawna
2675-v3.png;2675;2675;Poprawna
2675-v4.png;2675;2675;Poprawna
2677-v1.png;2677;2677;Poprawna
2677-v2.png;2677;2677;Poprawna
2677-v3.png;2677;2677;Poprawna
2677-v4.png;2677;2677;Poprawna
2678-v1.png;2678;2678;Poprawna
2678-v2.png;2678;2678;Poprawna
2678-v3.png;2678;2678;Poprawna
2678-v4.png;2678;2678;Poprawna
2682-v1.png;2682;2682;Poprawna
2682-v2.png;2682;2682;Poprawna
2682-v3.png;2682;2682;Poprawna
2682-v4.png;2682;2682;Poprawna
2683-v1.png;2683;2683;Poprawna
2683-v2.png;2683;2683;Poprawna
2683-v3.png;2683;2683;Poprawna
2683-v4.png;2683;2683;Poprawna
2685-v1.png;2685;2685;Poprawna
2685-v2.png;2685;2685;Poprawna
2685-v3.png;2685;2685;Poprawna
2685-v4.png;2685;2685;Poprawna
2686-v1.png;2686;2686;Poprawna
2686-v2.png;2686;2686;Poprawna
2686-v3.png;2686;2686;Poprawna
2686-v4.png;2686;2686;Poprawna
2687-v1.png;2687;2687;Poprawna
2687-v2.png;2687;2687;Poprawna
2687-v3.png;2687;2687;Poprawna
2687-v4.png;2687;2687;Poprawna
2688-v1.png;2688;2688;Poprawna
2688-v2.png;2688;2688;Poprawna
2688-v3.png;2688;2688;Poprawna
2688-v4.png;2688;2688;Poprawna
2707-v1.png;2707;2707;Poprawna
2707-v2.png;2707;2707;Poprawna
2707-v3.png;2707;2707;Poprawna
2707-v4.png;2707;2707;Poprawna
2712-v1.png;2712;2712;Poprawna
2712-v2.png;2712;2712;Poprawna
2712-v3.png;2712;2712;Poprawna
2712-v4.png;2712;2712;Poprawna
2719-v1.png;2719;2719;Poprawna
2719-v2.png;2719;2719;Poprawna
2719-v3.png;2719;2719;Poprawna
2719-v4.png;2719;2719;Poprawna
2720-v1.png;2720;2720;Poprawna
2720-v2.png;2720;2720;Poprawna
2720-v3.png;2720;2720;Poprawna
2720-v4.png;2720;2720;Poprawna
2721-v1.png;2721;2721;Poprawna
2721-v2.png;2721;2721;Poprawna
2721-v3.png;2721;2721;Poprawna
2721-v4.png;2721;2721;Poprawna
2733-v1.png;2733;2733;Poprawna
2733-v2.png;2733;2733;Poprawna
2733-v3.png;2733;2733;Poprawna
2733-v4.png;2733;2733;Poprawna
2735-v1.png;2735;2735;Poprawna
2735-v2.png;2735;2735;Poprawna
2735-v3.png;2735;2735;Poprawna
2735-v4.png;2735;2735;Poprawna
2740-v1.png;2740;2740;Poprawna
2740-v2.png;2740;2740;Poprawna
2740-v3.png;2740;2740;Poprawna
2740-v4.png;2740;2740;Poprawna
2743-v1.png;2743;2743;Poprawna
2743-v2.png;2743;2743;Poprawna
2743-v3.png;2743;2743;Poprawna
2743-v4.png;2743;2743;Poprawna
2745-v1.png;2745;2745;Poprawna
2745-v2.png;2745;2745;Poprawna
2745-v3.png;2745;2745;Poprawna
2745-v4.png;2745;2745;Poprawna
2750-v1.png;2750;2750;Poprawna
2750-v2.png;2750;2750;Poprawna
2750-v3.png;2750;2750;Poprawna
2750-v4.png;2750;2750;Poprawna
2759-v1.png;2759;2759;Poprawna
2759-v2.png;2759;2759;Poprawna
2759-v3.png;2759;2759;Poprawna
2759-v4.png;2759;2759;Poprawna
2761-v1.png;2761;2761;Poprawna
2761-v2.png;2761;2761;Poprawna
2761-v3.png;2761;2761;Poprawna
2761-v4.png;2761;2761;Poprawna
2762-v1.png;2762;2762;Poprawna
2762-v2.png;2762;2762;Poprawna
2762-v3.png;2762;2762;Poprawna
2762-v4.png;2762;2762;Poprawna
2763-v1.png;2763;2763;Poprawna
2763-v2.png;2763;2763;Poprawna
2763-v3.png;2763;2763;Poprawna
2763-v4.png;2763;2763;Poprawna
2764-v1.png;2764;2764;Poprawna
2764-v2.png;2764;2764;Poprawna
2764-v3.png;2764;2764;Poprawna
2764-v4.png;2764;2764;Poprawna
2774-v1.png;2774;2774;Poprawna
2774-v2.png;2774;2774;Poprawna
2774-v3.png;2774;2774;Poprawna
2774-v4.png;2774;2774;Poprawna
2780-v1.png;2780;2780;Poprawna
2780-v2.png;2780;2780;Poprawna
2780-v3.png;2780;2780;Poprawna
2780-v4.png;2780;2780;Poprawna
2783-v1.png;2783;2783;Poprawna
2783-v2.png;2783;2783;Poprawna
2783-v3.png;2783;2783;Poprawna
2783-v4.png;2783;2783;Poprawna
2786-v1.png;2786;2786;Poprawna
2786-v2.png;2786;2786;Poprawna
2786-v3.png;2786;2786;Poprawna
2786-v4.png;2786;2786;Poprawna
2787-v1.png;2787;2787;Poprawna
2787-v2.png;2787;2787;Poprawna
2787-v3.png;2787;2787;Poprawna
2787-v4.png;2787;2787;Poprawna
2789-v1.png;2789;2789;Poprawna
2789-v2.png;2789;2789;Poprawna
2789-v3.png;2789;2789;Poprawna
2789-v4.png;2789;2789;Poprawna
2793-v1.png;2793;2793;Poprawna
2793-v2.png;2793;2793;Poprawna
2793-v3.png;2793;2793;Poprawna
2793-v4.png;2793;2793;Poprawna
2799-v1.png;2799;2799;Poprawna
2799-v2.png;2799;2799;Poprawna
2799-v3.png;2799;2799;Poprawna
2799-v4.png;2799;2799;Poprawna
2800-v1.png;2800;2800;Poprawna
2800-v2.png;2800;2800;Poprawna
2800-v3.png;2800;2800;Poprawna
2800-v4.png;2800;2800;Poprawna
2802-v1.png;2802;2802;Poprawna
2802-v2.png;2802;2802;Poprawna
2802-v3.png;2802;2802;Poprawna
2802-v4.png;2802;2802;Poprawna
2803-v1.png;2803;2803;Poprawna
2803-v2.png;2803;2803;Poprawna
2803-v3.png;2803;2803;Poprawna
2803-v4.png;2803;2803;Poprawna
2805-v1.png;2805;2805;Poprawna
2805-v2.png;2805;2805;Poprawna
2805-v3.png;2805;2805;Poprawna
2805-v4.png;2805;2805;Poprawna
2807-v1.png;2807;2807;Poprawna
2807-v2.png;2807;2807;Poprawna
2807-v3.png;2807;2807;Poprawna
2807-v4.png;2807;2807;Poprawna
2815-v1.png;2815;2815;Poprawna
2815-v2.png;2815;2815;Poprawna
2815-v3.png;2815;2815;Poprawna
2815-v4.png;2815;2815;Poprawna
2816-v1.png;2816;2816;Poprawna
2816-v2.png;2816;2816;Poprawna
2816-v3.png;2816;2816;Poprawna
2816-v4.png;2816;2816;Poprawna
2817-v1.png;2817;2817;Poprawna
2817-v2.png;2817;2817;Poprawna
2817-v3.png;2817;2817;Poprawna
2817-v4.png;2817;2817;Poprawna
2818-v1.png;2818;2818;Poprawna
2818-v2.png;2818;2818;Poprawna
2818-v3.png;2818;2818;Poprawna
2818-v4.png;2818;2818;Poprawna
2823-v1.png;2823;2823;Poprawna
2823-v2.png;2823;2823;Poprawna
2823-v3.png;2823;2823;Poprawna
2823-v4.png;2823;2823;Poprawna
2824-v1.png;2824;2824;Poprawna
2824-v2.png;2824;2824;Poprawna
2824-v3.png;2824;2824;Poprawna
2824-v4.png;2824;2824;Poprawna
2826-v1.png;2826;2826;Poprawna
2826-v2.png;2826;2826;Poprawna
2826-v3.png;2826;2826;Poprawna
2826-v4.png;2826;2826;Poprawna
2827-v1.png;2827;2827;Poprawna
2827-v2.png;2827;2827;Poprawna
2827-v3.png;2827;2827;Poprawna
2827-v4.png;2827;2827;Poprawna
2828-v1.png;2828;2828;Poprawna
2828-v2.png;2828;2828;Poprawna
2828-v3.png;2828;2828;Poprawna
2828-v4.png;2828;2828;Poprawna
2830-v1.png;2830;2830;Poprawna
2830-v2.png;2830;2830;Poprawna
2830-v3.png;2830;2830;Poprawna
2830-v4.png;2830;2830;Poprawna
2836-v1.png;2836;2836;Poprawna
2836-v2.png;2836;2836;Poprawna
2836-v3.png;2836;2836;Poprawna
2836-v4.png;2836;2836;Poprawna
2839-v1.png;2839;2839;Poprawna
2839-v2.png;2839;2839;Poprawna
2839-v3.png;2839;2839;Poprawna
2839-v4.png;2839;2839;Poprawna
2848-v1.png;2848;2848;Poprawna
2848-v2.png;2848;2848;Poprawna
2848-v3.png;2848;2848;Poprawna
2848-v4.png;2848;2848;Poprawna
2850-v1.png;2850;2850;Poprawna
2850-v2.png;2850;2850;Poprawna
2850-v3.png;2850;2850;Poprawna
2850-v4.png;2850;2850;Poprawna
2852-v1.png;2852;2852;Poprawna
2852-v2.png;2852;2852;Poprawna
2852-v3.png;2852;2852;Poprawna
2852-v4.png;2852;2852;Poprawna
2853-v1.png;2853;2853;Poprawna
2853-v2.png;2853;2853;Poprawna
2853-v3.png;2853;2853;Poprawna
2853-v4.png;2853;2853;Poprawna
2855-v1.png;2855;2855;Poprawna
2855-v2.png;2855;2855;Poprawna
2855-v3.png;2855;2855;Poprawna
2855-v4.png;2855;2855;Poprawna
2868-v1.png;2868;2868;Poprawna
2868-v2.png;2868;2868;Poprawna
2868-v3.png;2868;2868;Poprawna
2868-v4.png;2868;2868;Poprawna
2870-v1.png;2870;2870;Poprawna
2870-v2.png;2870;2870;Poprawna
2870-v3.png;2870;2870;Poprawna
2870-v4.png;2870;2870;Poprawna
2877-v1.png;2877;2877;Poprawna
2877-v2.png;2877;2877;Poprawna
2877-v3.png;2877;2877;Poprawna
2877-v4.png;2877;2877;Poprawna
2879-v1.png;2879;2879;Poprawna
2879-v2.png;2879;2879;Poprawna
2879-v3.png;2879;2879;Poprawna
2879-v4.png;2879;2879;Poprawna
2882-v1.png;2882;2882;Poprawna
2882-v2.png;2882;2882;Poprawna
2882-v3.png;2882;2882;Poprawna
2882-v4.png;2882;2882;Poprawna
2883-v1.png;2883;2883;Poprawna
2883-v2.png;2883;2883;Poprawna
2883-v3.png;2883;2883;Poprawna
2883-v4.png;2883;2883;Poprawna
2885-v1.png;2885;2885;Poprawna
2885-v2.png;2885;2885;Poprawna
2885-v3.png;2885;2885;Poprawna
2885-v4.png;2885;2885;Poprawna
2887-v1.png;2887;2887;Poprawna
2887-v2.png;2887;2887;Poprawna
2887-v3.png;2887;2887;Poprawna
2887-v4.png;2887;2887;Poprawna
2888-v1.png;2888;2888;Poprawna
2888-v2.png;2888;2888;Poprawna
2888-v3.png;2888;2888;Poprawna
2888-v4.png;2888;2888;Poprawna
2891-v1.png;2891;2891;Poprawna
2891-v2.png;2891;2891;Poprawna
2891-v3.png;2891;2891;Poprawna
2891-v4.png;2891;2891;Poprawna
2895-v1.png;2895;2895;Poprawna
2895-v2.png;2895;2895;Poprawna
2895-v3.png;2895;2895;Poprawna
2895-v4.png;2895;2895;Poprawna
2901-v1.png;2901;2901;Poprawna
2901-v2.png;2901;2901;Poprawna
2901-v3.png;2901;2901;Poprawna
2901-v4.png;2901;2901;Poprawna
2902-v1.png;2902;2902;Poprawna
2902-v2.png;2902;2902;Poprawna
2902-v3.png;2902;2902;Poprawna
2902-v4.png;2902;2902;Poprawna
2904-v1.png;2904;2904;Poprawna
2904-v2.png;2904;2904;Poprawna
2904-v3.png;2904;2904;Poprawna
2904-v4.png;2904;2904;Poprawna
2906-v1.png;2906;2906;Poprawna
2906-v2.png;2906;2906;Poprawna
2906-v3.png;2906;2906;Poprawna
2906-v4.png;2906;2906;Poprawna
2909-v1.png;2909;2909;Poprawna
2909-v2.png;2909;2909;Poprawna
2909-v3.png;2909;2909;Poprawna
2909-v4.png;2909;2909;Poprawna
2910-v1.png;2910;2910;Poprawna
2910-v2.png;2910;2910;Poprawna
2910-v3.png;2910;2910;Poprawna
2910-v4.png;2910;2910;Poprawna
2914-v1.png;2914;2914;Poprawna
2914-v2.png;2914;2914;Poprawna
2914-v3.png;2914;2914;Poprawna
2914-v4.png;2914;2914;Poprawna
2916-v1.png;2916;2916;Poprawna
2916-v2.png;2916;2916;Poprawna
2916-v3.png;2916;2916;Poprawna
2916-v4.png;2916;2916;Poprawna
2919-v1.png;2919;2919;Poprawna
2919-v2.png;2919;2919;Poprawna
2919-v3.png;2919;2919;Poprawna
2919-v4.png;2919;2919;Poprawna
2921-v1.png;2921;2921;Poprawna
2921-v2.png;2921;2921;Poprawna
2921-v3.png;2921;2921;Poprawna
2921-v4.png;2921;2921;Poprawna
2929-v1.png;2929;2929;Poprawna
2929-v2.png;2929;2929;Poprawna
2929-v3.png;2929;2929;Poprawna
2929-v4.png;2929;2929;Poprawna
2930-v1.png;2930;2930;Poprawna
2930-v2.png;2930;2930;Poprawna
2930-v3.png;2930;2930;Poprawna
